'ABC19980108.1830.0711.tml'|||0|||0|||'ABC19980108'|||'TIMEX3'|||'t82'|||'B'
'ABC19980108.1830.0711.tml'|||0|||1|||'.1830.0711'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||0|||'On'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||1|||'the'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||2|||'other'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||3|||'hand'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||4|||','|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||5|||'it'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||6|||'\'s'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||7|||'turning'|||'EVENT'|||'e1'|||'B'
'ABC19980108.1830.0711.tml'|||1|||8|||'out'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||9|||'to'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||10|||'be'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||11|||'another'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||12|||'very'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||13|||'bad'|||'EVENT'|||'e369'|||'B'
'ABC19980108.1830.0711.tml'|||1|||14|||'financial'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||15|||'week'|||'TIMEX3'|||'t83'|||'B'
'ABC19980108.1830.0711.tml'|||1|||16|||'for'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||17|||'Asia'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||1|||18|||'.'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||0|||'The'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||1|||'financial'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||2|||'assistance'|||'EVENT'|||'e3'|||'B'
'ABC19980108.1830.0711.tml'|||2|||3|||'from'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||4|||'the'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||5|||'World'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||6|||'Bank'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||7|||'and'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||8|||'the'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||9|||'International'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||10|||'Monetary'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||11|||'Fund'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||12|||'are'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||13|||'not'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||2|||14|||'helping'|||'EVENT'|||'e4'|||'B'
'ABC19980108.1830.0711.tml'|||2|||15|||'.'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||0|||'In'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||1|||'the'|||'TIMEX3'|||'t85'|||'B'
'ABC19980108.1830.0711.tml'|||3|||2|||'last'|||'TIMEX3'|||'t85'|||'I'
'ABC19980108.1830.0711.tml'|||3|||3|||'twenty'|||'TIMEX3'|||'t85'|||'I'
'ABC19980108.1830.0711.tml'|||3|||4|||'four'|||'TIMEX3'|||'t85'|||'I'
'ABC19980108.1830.0711.tml'|||3|||5|||'hours'|||'TIMEX3'|||'t85'|||'I'
'ABC19980108.1830.0711.tml'|||3|||6|||','|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||7|||'the'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||8|||'value'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||9|||'of'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||10|||'the'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||11|||'Indonesian'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||12|||'stock'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||13|||'market'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||14|||'has'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||15|||'fallen'|||'EVENT'|||'e7'|||'B'
'ABC19980108.1830.0711.tml'|||3|||16|||'by'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||17|||'twelve'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||18|||'percent'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||3|||19|||'.'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||0|||'The'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||1|||'Indonesian'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||2|||'currency'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||3|||'has'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||4|||'lost'|||'EVENT'|||'e9'|||'B'
'ABC19980108.1830.0711.tml'|||4|||5|||'twenty'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||6|||'six'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||7|||'percent'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||8|||'of'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||9|||'its'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||10|||'value'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||4|||11|||'.'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||5|||0|||'In'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||5|||1|||'Singapore'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||5|||2|||','|||''|||''|||''
'ABC19980108.1830.0711.tml'|||5|||3|||'stocks'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||5|||4|||'hit'|||'EVENT'|||'e10'|||'B'
'ABC19980108.1830.0711.tml'|||5|||5|||'a'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||5|||6|||'five'|||'TIMEX3'|||'t86'|||'B'
'ABC19980108.1830.0711.tml'|||5|||7|||'year'|||'TIMEX3'|||'t86'|||'I'
'ABC19980108.1830.0711.tml'|||5|||8|||'low'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||5|||9|||'.'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||6|||0|||'In'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||6|||1|||'the'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||6|||2|||'Philippines'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||6|||3|||','|||''|||''|||''
'ABC19980108.1830.0711.tml'|||6|||4|||'a'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||6|||5|||'four'|||'TIMEX3'|||'t87'|||'B'
'ABC19980108.1830.0711.tml'|||6|||6|||'year'|||'TIMEX3'|||'t87'|||'I'
'ABC19980108.1830.0711.tml'|||6|||7|||'low'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||6|||8|||'.'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||7|||0|||'And'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||7|||1|||'in'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||7|||2|||'Hong'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||7|||3|||'Kong'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||7|||4|||','|||''|||''|||''
'ABC19980108.1830.0711.tml'|||7|||5|||'a'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||7|||6|||'three'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||7|||7|||'percent'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||7|||8|||'drop'|||'EVENT'|||'e147'|||'B'
'ABC19980108.1830.0711.tml'|||7|||9|||'.'|||''|||''|||''
'ABC19980108.1830.0711.tml'|||8|||0|||'More'|||''|||''|||''
